id,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,no amenities available,address,neighborhood,county,postcode,place_importance,place_rank
5198300419,1.0,1.0,No,Thumbnail,"Cats,Dogs",1060.0,780,Victorville,CA,34.4862,-117.3661,RentDigs.com,1970-01-01 00:00:01.550844580,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,"La Mesa Road, Victorville, San Bernardino County, California, 92392, United States",,San Bernardino County,92392,5.4657053482826236e-05,30
5198298957,1.0,2.0,No,No,None,1253.0,800,Norfolk,VA,36.9427,-76.253,RentDigs.com,1970-01-01 00:00:01.550844516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"409, East Lorengo Avenue, Oceanair, Pinewell, Norfolk, Virginia, 23503, United States",Oceanair,,23503,6.96826123445032e-05,30
5198297150,1.5,2.0,No,Thumbnail,None,800.0,900,Victorville,CA,34.4862,-117.3661,RentDigs.com,1970-01-01 00:00:01.550844462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"La Mesa Road, Victorville, San Bernardino County, California, 92392, United States",,San Bernardino County,92392,5.4657053482826236e-05,30
5198296609,1.0,2.0,No,Thumbnail,None,940.0,1065,Bismarck,ND,46.863,-100.7686,RentDigs.com,1970-01-01 00:00:01.550844448,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,"1323, Brookside Lane, Bismarck, Burleigh County, North Dakota, 58501, United States",,Burleigh County,58501,9.99999999995449e-06,30
5198295614,2.0,2.0,No,Thumbnail,"Cats,Dogs",1095.0,1200,Norfolk,VA,36.8543,-76.2135,RentDigs.com,1970-01-01 00:00:01.550844423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"5618, Brickell Road, Military Circle, Norfolk, Virginia, 23502, United States",,,23502,6.96826123445032e-05,30
5198295163,2.0,2.0,No,Yes,"Cats,Dogs",1636.0,1059,Broomfield,CO,39.9347,-105.0766,RentDigs.com,1970-01-01 00:00:01.550844412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,"1465, Daphne Street, Broomfield Heights, Broomfield, Colorado, 80020, United States",,,80020,6.0928511482368466e-05,30
5198294349,1.0,1.0,No,Yes,"Cats,Dogs",935.0,808,Irving,TX,32.8471,-96.9648,RentDigs.com,1970-01-01 00:00:01.550844385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Anderson Street, Irving, Dallas County, Texas, 75062, United States",,Dallas County,75062,6.166704814216857e-05,30
5198294071,1.0,1.0,No,Thumbnail,"Cats,Dogs",964.0,808,Irving,TX,32.8471,-96.9648,RentDigs.com,1970-01-01 00:00:01.550844374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Anderson Street, Irving, Dallas County, Texas, 75062, United States",,Dallas County,75062,6.166704814216857e-05,30
5198293565,1.0,1.0,No,Yes,None,1092.0,809,Lakeland,FL,28.1231,-81.9872,RentDigs.com,1970-01-01 00:00:01.550844354,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"Senic View Court III, Polk County, Florida, 33810, United States",,Polk County,33810,0.05336833524071104,26
5198293209,1.0,1.0,No,Thumbnail,"Cats,Dogs",699.0,745,Tucson,AZ,32.1796,-110.8034,RentDigs.com,1970-01-01 00:00:01.550844336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,"North Mountain View, Rincon Mobile Home Village, Tucson, Pima County, Arizona, 85730, United States",,Pima County,85730,0.05340413748378725,26
5198293067,1.0,2.0,No,Thumbnail,"Cats,Dogs",899.0,912,Norfolk,VA,36.8543,-76.2135,RentDigs.com,1970-01-01 00:00:01.550844331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"5618, Brickell Road, Military Circle, Norfolk, Virginia, 23502, United States",,,23502,6.96826123445032e-05,30
5198292992,2.0,2.0,No,No,"Cats,Dogs",1485.0,1335,Irving,TX,32.8471,-96.9648,RentDigs.com,1970-01-01 00:00:01.550844328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Anderson Street, Irving, Dallas County, Texas, 75062, United States",,Dallas County,75062,6.166704814216857e-05,30
5198292739,2.0,3.0,No,Thumbnail,None,495.0,1152,Covington,KY,39.0715,-84.5279,RentDigs.com,1970-01-01 00:00:01.550844317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1047, Old State Road, Park Hills, Kenton County, Kentucky, 41011, United States",,Kenton County,41011,9.99999999995449e-06,30
5198292652,1.5,2.0,No,Yes,"Cats,Dogs",1169.0,1200,Norfolk,VA,36.8543,-76.2135,RentDigs.com,1970-01-01 00:00:01.550844313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"5618, Brickell Road, Military Circle, Norfolk, Virginia, 23502, United States",,,23502,6.96826123445032e-05,30
5198292268,2.0,2.0,No,Yes,None,1095.0,1200,Norfolk,VA,36.8543,-76.2135,RentDigs.com,1970-01-01 00:00:01.550844295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,"5618, Brickell Road, Military Circle, Norfolk, Virginia, 23502, United States",,,23502,6.96826123445032e-05,30
5198291269,1.0,2.0,No,Thumbnail,None,790.0,633,Lincoln,NE,40.8398,-96.6579,RentDigs.com,1970-01-01 00:00:01.550844252,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2749, North 45th Street, University Place, Lincoln, Lancaster County, Nebraska, 68504, United States",,Lancaster County,68504,9.99999999995449e-06,30
5198291199,1.0,2.0,No,Thumbnail,None,2653.0,818,Arlington,VA,38.891,-77.0816,RentDigs.com,1970-01-01 00:00:01.550844249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The Odyssey Condominium, 2001, 15th Street North, Courthouse, Arlington, Arlington County, Virginia, 22201, United States",,Arlington County,22201,6.485313191419879e-05,30
5198289938,1.0,2.0,No,Thumbnail,"Cats,Dogs",680.0,650,Burlington,KY,39.0242,-84.7451,RentDigs.com,1970-01-01 00:00:01.550844197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6399, Saddle Ridge Drive, Arborwood, Burlington, Boone County, Kentucky, 41005, United States",,Boone County,41005,9.99999999995449e-06,30
5198289350,2.0,2.0,No,Thumbnail,None,675.0,1080,Lincoln,NE,40.8398,-96.6579,RentDigs.com,1970-01-01 00:00:01.550844171,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,"2749, North 45th Street, University Place, Lincoln, Lancaster County, Nebraska, 68504, United States",,Lancaster County,68504,9.99999999995449e-06,30
5198288658,1.0,1.0,No,No,None,1999.0,1001,Broomfield,CO,39.9347,-105.0766,RentDigs.com,1970-01-01 00:00:01.550844145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"1465, Daphne Street, Broomfield Heights, Broomfield, Colorado, 80020, United States",,,80020,6.0928511482368466e-05,30
5198287909,1.0,1.0,No,Thumbnail,"Cats,Dogs",1890.0,754,Arlington,VA,38.9028,-77.1289,RentDigs.com,1970-01-01 00:00:01.550844114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2604, North Glebe Road, Halls Hill, Arlington, Arlington County, Virginia, 22207, United States",Halls Hill,Arlington County,22207,6.485313191419879e-05,30
5198286488,1.0,1.0,No,Thumbnail,"Cats,Dogs",770.0,528,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1970-01-01 00:00:01.550844050,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,"Ring Road, North University, Tucson, Pima County, Arizona, 85724, United States",North University,Pima County,85724,7.080415045391039e-05,30
5198286298,2.0,2.0,No,Thumbnail,None,899.0,950,Burlington,KY,39.0242,-84.7451,RentDigs.com,1970-01-01 00:00:01.550844042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6399, Saddle Ridge Drive, Arborwood, Burlington, Boone County, Kentucky, 41005, United States",,Boone County,41005,9.99999999995449e-06,30
5198286269,1.0,1.0,No,Thumbnail,"Cats,Dogs",705.0,599,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1970-01-01 00:00:01.550844041,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Ring Road, North University, Tucson, Pima County, Arizona, 85724, United States",North University,Pima County,85724,7.080415045391039e-05,30
5198286100,1.0,1.0,No,Thumbnail,None,810.0,850,Burlington,KY,39.0242,-84.7451,RentDigs.com,1970-01-01 00:00:01.550844033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6399, Saddle Ridge Drive, Arborwood, Burlington, Boone County, Kentucky, 41005, United States",,Boone County,41005,9.99999999995449e-06,30
5198285999,1.0,1.0,No,Thumbnail,None,1830.0,734,Arlington,VA,38.9028,-77.1289,RentDigs.com,1970-01-01 00:00:01.550844029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2604, North Glebe Road, Halls Hill, Arlington, Arlington County, Virginia, 22207, United States",Halls Hill,Arlington County,22207,6.485313191419879e-05,30
5198284770,2.0,2.0,No,Thumbnail,None,865.0,1044,Lincoln,NE,40.8229,-96.6768,RentDigs.com,1970-01-01 00:00:01.550843968,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"MoPac Trail, Hartley, Lincoln, Lancaster County, Nebraska, 68503, United States",,Lancaster County,68503,6.714656290527225e-05,30
5198284695,1.0,1.0,No,Yes,"Cats,Dogs",1344.0,941,Lakeland,FL,28.0877,-81.9785,RentDigs.com,1970-01-01 00:00:01.550843963,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,"Mall Hill Drive, Lakeland Square Mall, Lakeland, Polk County, Florida, 33805, United States",,Polk County,33805,6.078049896997051e-05,30
5198284286,2.0,2.0,No,Thumbnail,None,1397.0,1174,Lakeland,FL,28.0877,-81.9785,RentDigs.com,1970-01-01 00:00:01.550843941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Mall Hill Drive, Lakeland Square Mall, Lakeland, Polk County, Florida, 33805, United States",,Polk County,33805,6.078049896997051e-05,30
5198283623,1.0,2.0,No,No,"Cats,Dogs",765.0,775,Bismarck,ND,46.8181,-100.7798,RentDigs.com,1970-01-01 00:00:01.550843909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"East Boulevard Avenue, Bismarck, Burleigh County, North Dakota, 58501, United States",,Burleigh County,58501,6.346608682378908e-05,30
5198281964,2.0,2.0,No,Thumbnail,"Cats,Dogs",1399.0,920,Aurora,CO,39.6931,-104.7857,RentDigs.com,1970-01-01 00:00:01.550843833,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,"East Arkansas Avenue, Aurora, Arapahoe County, Colorado, 80017, United States",,Arapahoe County,80017,6.197833218886118e-05,30
5198281757,1.0,1.0,No,Yes,None,888.0,705,Irving,TX,32.8254,-96.955,RentDigs.com,1970-01-01 00:00:01.550843822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"1201, Mosswood Lane, Irving, Dallas County, Texas, 75061, United States",,Dallas County,75061,9.99999999995449e-06,30
5198281670,2.0,2.0,No,Thumbnail,"Cats,Dogs",1920.0,1253,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1970-01-01 00:00:01.550843818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Shrewsbury Public Schools, Sherwood Avenue, Shrewsbury, Worcester County, Massachusetts, 01545, United States",,Worcester County,01545,5.222018768592382e-05,30
5198281655,1.0,1.0,No,Thumbnail,None,910.0,663,Irving,TX,32.8254,-96.955,RentDigs.com,1970-01-01 00:00:01.550843818,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1201, Mosswood Lane, Irving, Dallas County, Texas, 75061, United States",,Dallas County,75061,9.99999999995449e-06,30
5198280679,1.0,2.0,No,Yes,"Cats,Dogs",800.0,788,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1970-01-01 00:00:01.550843775,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Ring Road, North University, Tucson, Pima County, Arizona, 85724, United States",North University,Pima County,85724,7.080415045391039e-05,30
5198279667,1.0,1.0,No,Thumbnail,"Cats,Dogs",795.0,588,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1970-01-01 00:00:01.550843736,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,"Ring Road, North University, Tucson, Pima County, Arizona, 85724, United States",North University,Pima County,85724,7.080415045391039e-05,30
5198279636,1.0,2.0,No,Thumbnail,"Cats,Dogs",795.0,814,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1970-01-01 00:00:01.550843735,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,"Ring Road, North University, Tucson, Pima County, Arizona, 85724, United States",North University,Pima County,85724,7.080415045391039e-05,30
5198279388,1.0,2.0,No,Yes,"Cats,Dogs",550.0,700,Ellendale,ND,46.0039,-98.5219,RentDigs.com,1970-01-01 00:00:01.550843726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Catholic Church, 2nd Street North, Ellendale, Dickey County, North Dakota, 58436, United States",,Dickey County,58436,5.000152590214416e-05,30
5198279080,1.0,1.0,No,Yes,None,350.0,550,Cooperstown,ND,47.4458,-98.1181,RentDigs.com,1970-01-01 00:00:01.550843714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Cooperstown Medical Center, 122, Roberts Avenue Northeast, Cooperstown, Griggs County, North Dakota, 58425, United States",,Griggs County,58425,4.9649042496330475e-05,30
5198279046,2.0,2.0,No,Thumbnail,"Cats,Dogs",1875.0,1059,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1970-01-01 00:00:01.550843712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shrewsbury Public Schools, Sherwood Avenue, Shrewsbury, Worcester County, Massachusetts, 01545, United States",,Worcester County,01545,5.222018768592382e-05,30
5198278288,2.0,2.0,No,Thumbnail,"Cats,Dogs",1155.0,1100,Irving,TX,32.8254,-96.955,RentDigs.com,1970-01-01 00:00:01.550843677,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,"1201, Mosswood Lane, Irving, Dallas County, Texas, 75061, United States",,Dallas County,75061,9.99999999995449e-06,30
5198277818,1.0,1.0,No,Yes,"Cats,Dogs",1167.0,667,Aurora,CO,39.6931,-104.7857,RentDigs.com,1970-01-01 00:00:01.550843656,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,"East Arkansas Avenue, Aurora, Arapahoe County, Colorado, 80017, United States",,Arapahoe County,80017,6.197833218886118e-05,30
5198277478,1.0,1.0,No,Thumbnail,"Cats,Dogs",475.0,412,Jamestown,ND,46.9096,-98.7045,RentDigs.com,1970-01-01 00:00:01.550843642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Jamestown, Stutsman County, North Dakota, 58405, United States",,Stutsman County,58405,0.05339019226367586,26
5198274774,1.0,2.0,No,Yes,"Cats,Dogs",2100.0,1140,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1970-01-01 00:00:01.550843514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"Shrewsbury Public Schools, Sherwood Avenue, Shrewsbury, Worcester County, Massachusetts, 01545, United States",,Worcester County,01545,5.222018768592382e-05,30
5198274460,2.0,2.0,No,Yes,None,925.0,868,Tucson,AZ,32.2428,-110.9462,RentDigs.com,1970-01-01 00:00:01.550843500,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"Ring Road, North University, Tucson, Pima County, Arizona, 85724, United States",North University,Pima County,85724,7.080415045391039e-05,30
5198274349,1.0,2.0,No,Thumbnail,None,1815.0,810,Shrewsbury,MA,42.2852,-71.7223,RentDigs.com,1970-01-01 00:00:01.550843493,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,"Shrewsbury Public Schools, Sherwood Avenue, Shrewsbury, Worcester County, Massachusetts, 01545, United States",,Worcester County,01545,5.222018768592382e-05,30
5198272189,1.0,1.0,No,No,"Cats,Dogs",976.0,736,Irving,TX,32.8254,-96.955,RentDigs.com,1970-01-01 00:00:01.550843398,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1201, Mosswood Lane, Irving, Dallas County, Texas, 75061, United States",,Dallas County,75061,9.99999999995449e-06,30
5198271712,1.0,1.0,No,Thumbnail,"Cats,Dogs",2030.0,720,Arlington,VA,38.8431,-77.092,RentDigs.com,1970-01-01 00:00:01.550843378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Department of Parks and Recreation Building, 2700, South Taylor Street, Fort Barnard Heights, Shirlington, Arlington, Arlington County, Virginia, 22206, United States",Fort Barnard Heights,Arlington County,22206,6.485313191419879e-05,30
5198271543,1.0,1.0,No,Yes,None,981.0,637,Irving,TX,32.8254,-96.955,RentDigs.com,1970-01-01 00:00:01.550843373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1201, Mosswood Lane, Irving, Dallas County, Texas, 75061, United States",,Dallas County,75061,9.99999999995449e-06,30
5198271303,2.0,3.0,No,Yes,None,1145.0,1216,Grand Forks,ND,47.9288,-97.0717,RentDigs.com,1970-01-01 00:00:01.550843364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Oxbow Court, Grand Forks, Grand Forks County, North Dakota, 58203, United States",,Grand Forks County,58203,6.260090028224639e-05,30
